VoteKit PreferenceProfile
Candidates
(Zohran Kwame Mamdani:Zo),(overvote:ov),(Jessica Ramos:Je),(Write-in:Wr),(Paperboy Love Prince:Pa),(Michael Blake:Mi),(Zellnor Myrie:Ze),(Whitney R. Tilson:Wh),(Brad Lander:Br),(Andrew M. Cuomo:An),(Selma K. Bartholomew:Se),(Adrienne E. Adams:Ad),(Scott M. Stringer:Sc)
Max Ranking Length
5
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,&,Weight,&
&,{'Ad'},{'An'},{'Mi'},{'Wh'},{'Je'},&,5/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wh'},{'Pa'},&,2/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wh'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wh'},{'Se'},&,3/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wh'},,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wh'},{'Ze'},&,2/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wr'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Wr'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Br'},&,13/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Je'},&,4/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Sc'},&,11/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Se'},&,6/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Wh'},&,3/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},{'Zo'},&,10/1,&
&,{'Ad'},{'An'},{'Mi'},{'Ze'},,&,9/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Br'},&,13/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Je'},&,7/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Sc'},&,20/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Se'},&,6/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Wh'},&,2/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},{'Ze'},&,4/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},,&,8/1,&
&,{'Ad'},{'An'},{'Mi'},,,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},,,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Sc'},,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Se'},,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},{'Zo'},,&,2/1,&
&,{'Ad'},{'An'},{'Mi'},,,&,1/1,&
&,{'Ad'},{'An'},{'Mi'},,,&,122/1,&
&,{'Ad'},{'An'},{'Pa'},{'Br'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Br'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Br'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Br'},,&,2/1,&
&,{'Ad'},{'An'},{'Pa'},{'Je'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Je'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Je'},{'Wh'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Je'},{'Ze'},&,3/1,&
&,{'Ad'},{'An'},{'Pa'},{'Je'},{'Zo'},&,3/1,&
&,{'Ad'},{'An'},{'Pa'},{'Je'},,&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Mi'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Mi'},{'Wh'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Mi'},,&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Sc'},{'Br'},&,3/1,&
&,{'Ad'},{'An'},{'Pa'},{'Sc'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Sc'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Sc'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Se'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Se'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Se'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Se'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Se'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Wh'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Wh'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Wh'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Wr'},{'Wh'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Ze'},{'Je'},&,3/1,&
&,{'Ad'},{'An'},{'Pa'},{'Ze'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Ze'},{'Zo'},&,3/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},{'Je'},&,3/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},{'Sc'},&,2/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},{'Wh'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Pa'},,,&,1/1,&
&,{'Ad'},{'An'},{'Pa'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Pa'},,,&,15/1,&
&,{'Ad'},{'An'},{'Sc'},,,&,2/1,&
&,{'Ad'},{'An'},{'Sc'},,,&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},,,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Je'},&,54/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Mi'},&,43/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Pa'},&,10/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},,&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Se'},&,10/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Wh'},&,21/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Wr'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Ze'},&,40/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},{'Zo'},&,96/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},,&,99/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Br'},&,27/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Mi'},&,22/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Pa'},&,3/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Se'},&,8/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Wh'},&,12/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Ze'},&,3/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},{'Zo'},&,6/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},,&,10/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Br'},&,49/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Je'},&,20/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Se'},&,4/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Wh'},&,6/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Ze'},&,12/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},{'Zo'},&,15/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},,&,20/1,&
&,{'Ad'},{'An'},{'Sc'},{'Pa'},{'Br'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Pa'},{'Je'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Pa'},{'Mi'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Pa'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Pa'},{'Zo'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Pa'},,&,4/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},{'Br'},&,6/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},{'Je'},&,5/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},{'Mi'},&,9/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},{'Wh'},&,4/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},{'Ze'},&,4/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},{'Zo'},&,9/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},,&,3/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Br'},&,17/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Je'},&,8/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Mi'},&,5/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Pa'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Se'},&,5/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Ze'},&,3/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},{'Zo'},&,7/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wh'},,&,11/1,&
&,{'Ad'},{'An'},{'Sc'},{'Wr'},,&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Br'},&,21/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Je'},&,11/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Mi'},&,12/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Pa'},&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Se'},&,4/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Wh'},&,15/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},{'Zo'},&,10/1,&
&,{'Ad'},{'An'},{'Sc'},{'Ze'},,&,20/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Br'},&,46/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Je'},&,23/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Mi'},&,16/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Pa'},&,8/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Se'},&,7/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Wh'},&,6/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},{'Ze'},&,19/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},,&,25/1,&
&,{'Ad'},{'An'},{'Sc'},{'Br'},,&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Je'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Mi'},,&,2/1,&
&,{'Ad'},{'An'},{'Sc'},{'Se'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Sc'},,,&,318/1,&
&,{'Ad'},{'An'},{'Se'},{'Wh'},,&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},{'Je'},&,4/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},{'Sc'},&,3/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},{'Wh'},&,3/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},{'Ze'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},{'Zo'},&,3/1,&
&,{'Ad'},{'An'},{'Se'},{'Br'},,&,3/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Br'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Mi'},&,8/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Pa'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Sc'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Wh'},&,6/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},{'Zo'},&,4/1,&
&,{'Ad'},{'An'},{'Se'},{'Je'},,&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Br'},&,5/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Je'},&,4/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Sc'},&,3/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Wh'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Ze'},&,6/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},{'Zo'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Mi'},,&,4/1,&
&,{'Ad'},{'An'},{'Se'},{'Pa'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Pa'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},{'Br'},&,6/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},{'Je'},&,8/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},{'Mi'},&,5/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},{'Zo'},&,7/1,&
&,{'Ad'},{'An'},{'Se'},{'Sc'},,&,6/1,&
&,{'Ad'},{'An'},{'Se'},{'Wh'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Wh'},{'Je'},&,5/1,&
&,{'Ad'},{'An'},{'Se'},{'Wh'},{'Mi'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Wh'},,&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Wr'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Ze'},{'Br'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Ze'},{'Je'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Ze'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Se'},{'Ze'},{'Sc'},&,4/1,&
&,{'Ad'},{'An'},{'Se'},{'Ze'},{'Zo'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Ze'},,&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Zo'},{'Br'},&,3/1,&
&,{'Ad'},{'An'},{'Se'},{'Zo'},{'Je'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Zo'},{'Mi'},&,5/1,&
&,{'Ad'},{'An'},{'Se'},{'Zo'},{'Pa'},&,2/1,&
&,{'Ad'},{'An'},{'Se'},{'Zo'},{'Sc'},&,5/1,&
&,{'Ad'},{'An'},{'Se'},{'Zo'},,&,2/1,&
&,{'Ad'},{'An'},{'Se'},,,&,20/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Je'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Pa'},&,4/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Sc'},&,20/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Se'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Ze'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},{'Zo'},&,4/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},,&,6/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Mi'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Sc'},&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Ze'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Je'},,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Br'},&,6/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Je'},&,5/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Sc'},&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Pa'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Pa'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Pa'},{'Sc'},&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Pa'},{'Wr'},&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Pa'},,&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Br'},&,13/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Je'},&,4/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Mi'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Pa'},&,4/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Se'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Ze'},&,5/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},{'Zo'},&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Sc'},,&,6/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Ze'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Se'},,&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Wr'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},{'Mi'},&,2/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},{'Sc'},&,5/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Ze'},,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},{'Mi'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},{'Sc'},&,3/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Zo'},,&,5/1,&
&,{'Ad'},{'An'},{'Wh'},{'Br'},,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},{'Mi'},,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},,,&,1/1,&
&,{'Ad'},{'An'},{'Wh'},,,&,47/1,&
&,{'Ad'},{'An'},{'Wr'},{'Br'},,&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Br'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Mi'},{'Zo'},&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Pa'},,&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Sc'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Sc'},{'Wh'},&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Sc'},,&,1/1,&
&,{'Ad'},{'An'},{'Wr'},,,&,1/1,&
&,{'Ad'},{'An'},{'Wr'},,,&,1/1,&
&,{'Ad'},{'An'},{'Wr'},{'Ze'},{'Je'},&,1/1,&
&,{'Ad'},{'An'},{'Wr'},,,&,9/1,&
&,{'Ad'},{'An'},{'Ze'},,,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},,,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},,,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},,,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Je'},&,7/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Mi'},&,11/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Sc'},&,31/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Se'},&,4/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Wh'},&,4/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},{'Zo'},&,23/1,&
&,{'Ad'},{'An'},{'Ze'},{'Br'},,&,17/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Br'},&,2/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Mi'},&,5/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Sc'},&,7/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Se'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Wh'},&,7/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},{'Zo'},&,6/1,&
&,{'Ad'},{'An'},{'Ze'},{'Je'},,&,3/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Br'},&,16/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Je'},&,5/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Pa'},&,2/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Sc'},&,16/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Se'},&,2/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Wh'},&,2/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},{'Zo'},&,7/1,&
&,{'Ad'},{'An'},{'Ze'},{'Mi'},,&,16/1,&
&,{'Ad'},{'An'},{'Ze'},{'Pa'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Pa'},{'Sc'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Pa'},{'Wr'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Pa'},{'Zo'},&,2/1,&
&,{'Ad'},{'An'},{'Ze'},{'Pa'},,&,3/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Br'},&,27/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Je'},&,8/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Mi'},&,9/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Pa'},&,3/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Se'},&,6/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Wh'},&,7/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},{'Zo'},&,21/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Sc'},,&,17/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Br'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Je'},&,3/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Mi'},&,6/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Pa'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Sc'},&,2/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},,&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Wh'},&,1/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},{'Zo'},&,9/1,&
&,{'Ad'},{'An'},{'Ze'},{'Se'},,&,6/1,&
&,{'Ad'},{'An'},{'Ze'},{'Wh'},{'Br'},&,4/1,&
